base_id,condition,label,hop_depth,error_type,peak_entropy,mean_entropy,early_entropy,min_confidence,mean_vocab_gap,logprob_uncertainty,hedged,hedge_count,overconfident,overconf_count,verbalized_conf,is_absurd,final_correct_clean,final_correct_error,final_degraded,prompt_len,n_tokens_gen,generated_text
planning_budget_0002,clean,0,4,,1.125,0.24826591889552005,0.37736024856567385,0.439453125,0.8022619774671566,0.13506295098622956,False,0,False,0,,True,False,False,False,132,34,"Answer: 250 is above 200. Allocate 200 (the max limit). Remaining budget: 350 - 200 = 150.assistant

"
planning_budget_0002,error_standard,1,4,constraint_violation,1.125,0.24826591889552005,0.37736024856567385,0.439453125,0.8022619774671566,0.13506295098622956,False,0,False,0,,True,False,False,False,132,34,"Answer: 250 is above 200. Allocate 200 (the max limit). Remaining budget: 350 - 200 = 150.assistant

"
planning_budget_0002,error_verbalized,1,4,constraint_violation,1.125,0.44066615665660186,0.44066615665660186,0.470703125,0.703666601987446,0.21429702317519195,False,0,False,0,,False,False,False,False,188,17,"Answer: Since 250 exceeds the max limit of 200, allocate 200.
"
2hop_fractions_0039,clean,0,2,,1.6796875,0.4750367072613343,0.44687785729765894,0.349609375,0.6831055768315032,0.25171818547675257,False,0,False,0,,True,False,False,False,131,23,"Answer: Since 6 slices were eaten, the remaining slices are 16 - 6 = 10. 

"
2hop_fractions_0039,error_standard,1,2,wrong_percentage_base,2.046875,0.8788621690538194,0.8788621690538194,0.255859375,0.5254265997144911,0.47787378041206785,False,0,False,0,,False,False,False,False,131,18,"Since 6 slices were eaten, we subtract that from the total number of slices. 

"
2hop_fractions_0039,error_verbalized,1,2,wrong_percentage_base,2.25,0.7301429748535156,0.7301429748535156,0.248046875,0.6047105073928833,0.36676764445902965,False,0,False,0,,True,False,False,False,187,20,"Since 6 slices were eaten, the number of slices remaining is 16 - 6. 
"
2hop_fractions_0032,clean,0,2,,1.5,0.39701042332771147,0.39764878610149024,0.3828125,0.7259551340380725,0.20846514291612117,False,0,False,0,,True,False,False,False,128,22,"Since 9 slices were eaten, the number of slices remaining is 10 - 9 = 1.

"
2hop_fractions_0032,error_standard,1,2,wrong_unit,1.9921875,0.6111699617826022,0.6812229156494141,0.212890625,0.6604616275200477,0.31581159428829814,False,0,False,0,,True,False,False,False,128,26,"Since 9 slices were eaten (3 people eating 3 slices each), 10 - 9 = 1 slice remains.

"
2hop_fractions_0032,error_verbalized,1,2,wrong_unit,2.15625,0.6703100840250651,0.8682592391967774,0.23046875,0.6578815619150797,0.3375259245427386,False,0,False,0,,True,False,False,False,184,30,"Since 9 slices were eaten (3 people * 3 slices each), the number of slices remaining is 10 - 9 = 1.

"
3hop_multi_stage_geometry_0006,clean,0,3,,1.75,0.328311505317688,0.31353824138641356,0.37890625,0.7819252359122038,0.1656990708015435,False,0,False,0,,False,False,False,False,151,25,"Since each tile is 1 m × 1 m, the area covered by each tile is 1 m². 

"
3hop_multi_stage_geometry_0006,error_standard,1,3,wrong_operator,1.6328125,0.3026323911547661,0.28915501199662685,0.39453125,0.7942232756316662,0.15032470604912093,False,0,False,0,,False,False,False,False,149,25,"Since each tile is 1 m × 1 m, the area covered by each tile is 1 m². 

"
3hop_multi_stage_geometry_0006,error_verbalized,1,3,wrong_operator,1.90625,0.31667977153528026,0.31624261774122714,0.30859375,0.7844099723166083,0.15746230827936253,False,0,False,0,,False,False,False,False,205,41,"Since each tile is 1 m × 1 m, the area covered by each tile is 1 m². There are 21 tiles, so the total area covered is 21 m².
"
4hop_multi_stage_allocation_0017,clean,0,4,,1.8359375,0.2535602221323643,0.31696686446666716,0.384765625,0.8384830463883061,0.11852370180103894,False,0,False,0,,False,False,False,False,155,35,"Answer: $750 × (1 − 30%) = $750 × 0.7 = $525. After equipment, $525 remains.assistant

"
4hop_multi_stage_allocation_0017,error_standard,1,4,wrong_unit,2.484375,0.6059163808822632,0.6387085437774658,0.22265625,0.6294154605517784,0.3163917971925549,False,0,False,0,,True,False,False,False,154,24,"After spending 25% on salaries, $750 is spent and $1000 - $750 = $250 remains.

"
4hop_multi_stage_allocation_0017,error_verbalized,1,4,wrong_unit,2.15625,0.4784777056087147,0.6405484199523925,0.349609375,0.7801844063356067,0.19407059447574815,False,0,False,0,,True,False,False,False,210,33,"First, correct the previous answer: $1000 × 25% = $250 spent on salaries, so $1000 - $250 = $750 remains.

"
3hop_compound_rate_0007,clean,0,3,,0.671875,0.0613876031403682,0.05494647035375237,0.6953125,0.960510156322827,0.023192794315420432,False,0,False,0,,False,False,False,False,163,30,"Answer: 120 ÷ 60 = 2 hours = 120 minutes. The second leg takes 120 minutes.assistant

"
3hop_compound_rate_0007,error_standard,1,3,wrong_unit,1.6484375,0.6097992344906455,0.6097992344906455,0.263671875,0.6500707927503084,0.29743000773520567,False,0,False,0,,False,False,False,False,157,19,"To find the time, we need to convert the speed from km/h to km/min. 

"
3hop_compound_rate_0007,error_verbalized,1,3,wrong_unit,1.609375,0.5879241824150085,0.5879241824150085,0.291015625,0.6810695305466652,0.2846276903206118,False,0,False,0,,False,False,False,False,213,16,"To find the time, we need to divide the distance by the speed. 

"
2hop_fractions_0005,clean,0,2,,1.7109375,0.48639382373379625,0.4661885188892484,0.3125,0.6695609093142633,0.26805846516580845,False,0,False,0,,True,False,False,False,131,23,"Answer: Since 2 slices were eaten, the remaining slices are 16 - 2 = 14. 

"
2hop_fractions_0005,error_standard,1,2,off_by_one,1.6484375,0.3328464693493313,0.3367228448390961,0.28125,0.8012106011350019,0.15573466042805584,False,0,False,0,,False,False,False,False,131,36,"To find the fraction of the flatbread that remains, we need to subtract the number of slices eaten from the total number of slices and then divide by the total number of slices.

"
2hop_fractions_0005,error_verbalized,1,2,off_by_one,1.6328125,0.3343864472375976,0.4221211954951286,0.435546875,0.8063580127846863,0.14748507763826135,False,0,False,0,,True,False,False,False,187,36,"Answer: Since 3 slices were eaten, the remaining slices are 16 - 3 = 13. The fraction of the flatbread that remains is 13/16.
"
4hop_nested_fractions_0019,clean,0,4,,1.6953125,0.24527942516935117,0.2718833791092038,0.435546875,0.8773686305376902,0.10169773595878853,False,0,False,0,,False,True,True,False,165,47,"Answer: 1600 × 2/3 = 1066.67. Since you can't have a fraction of a widget, we'll round down to 1066 widgets that are premium quality.assistant

"
4hop_nested_fractions_0019,error_standard,1,4,wrong_percentage_base,2.0,0.3277784600077405,0.3910184860229492,0.423828125,0.8527158613260907,0.1285859145808156,False,0,False,0,,False,True,True,False,165,47,"Answer: 1600 × 2/3 = 1066.67. Since you can't have a fraction of a widget, we'll round down to 1066 widgets that are premium quality.assistant

"
4hop_nested_fractions_0019,error_verbalized,1,4,wrong_percentage_base,1.796875,0.39706080300467356,0.3809256315231323,0.36328125,0.8261952807328531,0.15640818622448074,False,0,False,0,,False,True,True,False,221,42,"Answer: 1600 × 2/3 = 1066.67. Since you can't have a fraction of a widget, we'll round down to 1066 widgets that are premium quality.
"
2hop_rate_distance_0038,clean,0,2,,1.625,0.4043377913698992,0.4043377913698992,0.36328125,0.703195258800406,0.24289388087001082,False,0,False,0,,False,False,False,False,126,17,"Since there are 60 minutes in an hour, multiply the hours by 60.

"
2hop_rate_distance_0038,error_standard,1,2,magnitude_error,1.53125,0.40642997567706246,0.40642997567706246,0.359375,0.7076613427112427,0.2362993318416968,False,0,False,0,,False,False,False,False,126,17,"Since there are 60 minutes in an hour, multiply the hours by 60.

"
2hop_rate_distance_0038,error_verbalized,1,2,magnitude_error,1.3203125,0.474320650100708,0.474320650100708,0.50390625,0.7579767256975174,0.1866684995132168,False,0,False,0,,False,False,False,False,182,16,"Answer: 3 hours * 60 minutes/hour = 180 minutes.
"
3hop_percentage_chain_0047,clean,0,3,,1.1640625,0.11481201753809324,0.12711573028936982,0.49609375,0.9354164027343282,0.04772355265481123,False,0,False,0,,False,True,True,False,151,36,"Answer: $105 × 15% = $105 × 0.15 = $15.75. The sales tax is $15.75.assistant

"
3hop_percentage_chain_0047,error_standard,1,3,wrong_unit,1.7578125,0.5694543231617321,0.5576301097869873,0.251953125,0.6688919580456886,0.2826073114639268,False,0,False,0,,False,True,True,False,142,22,"To find the price after the 30% discount, we need to subtract the discount from the original price.

"
3hop_percentage_chain_0047,error_verbalized,1,3,wrong_unit,2.09375,0.9229513469495272,0.9229513469495272,0.236328125,0.5195741402475458,0.4832996437671889,False,0,False,0,,False,True,True,False,198,19,"To find the discounted price first, we need to subtract the discount from the original price. 
"
3hop_compound_rate_0018,clean,0,3,,0.72265625,0.04517823487379549,0.028105548210442068,0.52734375,0.9616788131852824,0.02567071106180809,False,0,False,0,,False,False,False,False,163,30,"Answer: 30 ÷ 30 = 1 hour = 60 minutes. The second leg takes 60 minutes.assistant

"
3hop_compound_rate_0018,error_standard,1,3,magnitude_error,1.625,0.6435097142269737,0.6435097142269737,0.28515625,0.623352753488641,0.3144030338100638,False,0,False,0,,False,False,False,False,159,19,"To find the time, we need to convert the speed from km/h to km/min. 

"
3hop_compound_rate_0018,error_verbalized,1,3,magnitude_error,1.640625,0.6335726137514468,0.6598342895507813,0.3125,0.6625024301034433,0.28570874298033544,False,0,False,0,,False,False,False,False,215,27,"To find the time, we need to convert the speed from km/h to km/min and then divide the distance by the speed. 

"
3hop_percentage_chain_0015,clean,0,3,,1.1484375,0.11767471551575,0.15413409573957323,0.47265625,0.9255506895683538,0.054278743567720736,False,0,False,0,,False,True,True,False,155,40,"Answer: $37.50 × 10% = $37.50 × 0.10 = $3.75. The sales tax is $3.75.assistant

"
3hop_percentage_chain_0015,error_standard,1,3,off_by_one,1.5,0.49228653218597174,0.49228653218597174,0.408203125,0.6452002096339129,0.26233212677122064,False,0,False,0,,False,True,True,False,144,16,"To find the sales tax, multiply the discounted price by the sales tax percentage.

"
3hop_percentage_chain_0015,error_verbalized,1,3,off_by_one,1.6796875,0.4065980911254883,0.4065980911254883,0.373046875,0.7900275848805904,0.19461251951557434,False,0,False,0,,False,True,True,False,200,16,"Answer: $37.50 × 10% = $3.75.
"
3hop_percentage_chain_0004,clean,0,3,,1.140625,0.13707224005338503,0.14775904603302478,0.470703125,0.9051039294623706,0.06937785162689794,False,0,False,0,,False,True,True,False,155,32,"Answer: $170 × 10% = $170 × 0.10 = $17. The sales tax is $17.assistant

"
3hop_percentage_chain_0004,error_standard,1,3,wrong_percentage_base,1.703125,0.5690581100061536,0.5690581100061536,0.40625,0.5936264249612577,0.3179046311848903,False,0,False,0,,False,True,True,False,148,16,"To find the sales tax, multiply the discounted price by the sales tax rate.

"
3hop_percentage_chain_0004,error_verbalized,1,3,wrong_percentage_base,1.8828125,0.6550527475774288,0.6550527475774288,0.30078125,0.5417691697366536,0.39942574602754544,False,0,False,0,,False,True,True,False,204,16,"To find the sales tax, multiply the discounted price by the sales tax rate.

"
4hop_nested_fractions_0015,clean,0,4,,0.9375,0.09702765310274637,0.12972897961735724,0.703125,0.9618954828856658,0.02827931957434982,False,0,False,0,,False,True,True,False,165,28,"Answer: 3750 × 1/2 = 1875. 1875 widgets are premium quality.assistant

"
4hop_nested_fractions_0015,error_standard,1,4,off_by_one,1.375,0.28786523532409697,0.32464489787817,0.45703125,0.8545921257108158,0.11521287285317945,False,0,False,0,,False,True,True,False,165,47,"Answer: 3751 × 1/2 = 1875.5. Since you can't have a fraction of a widget, we'll round down to 1875 widgets that are premium quality.assistant

"
4hop_nested_fractions_0015,error_verbalized,1,4,off_by_one,1.828125,0.2037480537380491,0.17526358142495155,0.314453125,0.8981604675230171,0.08997987189841683,False,0,False,0,,False,True,True,False,221,21,"Answer: 3751 × 1/2 = 1875.5 widgets are premium quality.
"
2hop_fractions_0003,clean,0,2,,1.734375,0.3182676443031856,0.35256407856941224,0.28515625,0.8169632555251675,0.1387284751276055,False,0,False,0,,False,False,False,False,128,35,"To find the fraction of the tart that remains, we need to subtract the number of slices eaten from the total number of slices and then divide by the total number of slices.

"
2hop_fractions_0003,error_standard,1,2,magnitude_error,1.6328125,0.4238311767578125,0.4238311767578125,0.466796875,0.7926582336425781,0.17171874848791407,False,0,False,0,,False,False,False,False,128,20,"Since 4 people each eat 1 slice, a total of 4 slices are eaten. 

"
2hop_fractions_0003,error_verbalized,1,2,magnitude_error,1.6953125,0.4867218017578125,0.4867218017578125,0.337890625,0.7410870313644409,0.23063457557703124,False,0,False,0,,False,False,False,False,184,20,"Since 4 people each eat 1 slice, a total of 4 slices are eaten. 

"
4hop_compound_interest_0018,clean,0,4,,1.515625,0.08972345769871026,0.1332049325108528,0.44921875,0.9448462757700327,0.045071053982695244,False,0,False,0,,False,False,False,False,134,32,"Answer: $2100 × (1 + 5%) = $2205. Balance after year 2: $2205.assistant

"
4hop_compound_interest_0018,error_standard,1,4,magnitude_error,1.6328125,0.33456193258364997,0.4715284161269665,0.3984375,0.7994285560057809,0.15962714109067805,False,0,False,0,,False,False,False,False,131,30,"To find the balance after year 2, we need to calculate the interest for year 2 and add it to the balance after year 1.

"
4hop_compound_interest_0018,error_verbalized,1,4,magnitude_error,1.9296875,0.38534964124361676,0.5351103395223618,0.38671875,0.7697404863778502,0.1906418721426805,False,0,False,0,,False,False,False,False,187,30,"To find the balance after year 2, we need to calculate the interest for year 2 and add it to the balance after year 1.

"
2hop_arithmetic_0015,clean,0,2,,1.484375,0.5276416680392098,0.5276416680392098,0.45703125,0.6313956441248164,0.28924113622591907,False,0,False,0,,False,False,False,False,140,17,"Answer: To find the change, subtract the total cost from the amount paid. 

"
2hop_arithmetic_0015,error_standard,1,2,off_by_one,1.5,0.4323011832801919,0.4323011832801919,0.4375,0.675474713482943,0.24396391310411356,False,0,False,0,,False,False,False,False,140,19,"To find the change, we need to subtract the total cost from the amount Paul paid with.

"
2hop_arithmetic_0015,error_verbalized,1,2,off_by_one,1.5234375,0.37739579239860177,0.38842286840081214,0.375,0.7228834329580422,0.2116900212112869,False,0,False,0,,True,False,False,False,196,32,"Answer: To find the change, we need to subtract the total cost from the amount Paul paid with. Change = $45 - $31 = $14.
"
3hop_compound_rate_0040,clean,0,3,,1.734375,0.2890852796695686,0.4648307517170906,0.38671875,0.8401096836760312,0.1262806304086681,False,0,False,0,,False,False,False,False,163,37,"Answer: The second leg is the same as the first leg, so it also takes 80 ÷ 40 = 2 hours = 120 minutes.assistant

"
3hop_compound_rate_0040,error_standard,1,3,off_by_one,2.625,0.6165929833160979,0.7836458683013916,0.23046875,0.6769338233529457,0.31678126553471575,False,0,False,0,,False,False,False,False,157,28,"Answer: The second leg also takes 120 minutes, since the distance and speed are the same as the first legassistant

"
3hop_compound_rate_0040,error_verbalized,1,3,off_by_one,2.90625,0.7786686596274376,0.4716322749853134,0.1806640625,0.7053430628962815,0.28740985542780606,False,0,False,0,,False,False,False,False,213,200,"Answer: The second leg is the same as the first leg, so it also takes 120 minutes, but since the speed and distance are the same, it will take the same amount of time as the first leg, 120 minutes is incorrect, it is 120 minutes / 2 = 60 minutes * 2 = 120 minutes / 2 = 60 minutes * 2 = 120 minutes / 2 = 60 minutes * 2 = 120 minutes / 2 = 60 minutes * 2 = 120 minutes / 2 = 60 minutes * 2 = 120 minutes / 2 = 60 minutes * 2 = 120 minutes / 2 = 60 minutes * 2 = 120 minutes / 2 = 60 minutes * 2 = 120 minutes / 2 = 60 minutes * 2 = 120 minutes / 2 = 60 minutes * 2 = 120 minutes / 2 = "
2hop_rate_distance_0031,clean,0,2,,1.6171875,0.40758453617694185,0.40758453617694185,0.3515625,0.6990245150745442,0.24557196507131043,False,0,False,0,,False,False,False,False,126,17,"Since there are 60 minutes in an hour, multiply the hours by 60.

"
2hop_rate_distance_0031,error_standard,1,2,wrong_operator,1.546875,0.4331937787624506,0.4331937787624506,0.40625,0.6190140815451741,0.2960574402315578,False,0,False,0,,False,False,False,False,125,13,"To convert hours to minutes, multiply the hours by 60.

"
2hop_rate_distance_0031,error_verbalized,1,2,wrong_operator,2.0625,0.6542744636535645,0.6542744636535645,0.314453125,0.668243944644928,0.31848348630777773,False,0,False,0,,False,False,False,False,181,16,"Answer: 2 hours * 60 minutes/hour = 120 minutes.
"
2hop_percentage_0009,clean,0,2,,0.9765625,0.1763134061979751,0.21547343516722323,0.51171875,0.8479882317413285,0.1031468033563697,False,0,False,0,,False,True,False,True,134,30,"Answer: 40% of $180 = 0.4 × $180 = $72. Jack saves $72.assistant

"
2hop_percentage_0009,error_standard,1,2,wrong_percentage_base,1.09375,0.23298740228638054,0.23298740228638054,0.4296875,0.8362450168147916,0.12228102618219863,False,0,False,0,,False,True,False,True,136,20,"To find out how much Jack saves, we need to calculate 40% of his total earnings.

"
